"consecutivo","tipoacuerdo","nombrealcaldecomp","correo","municipio","cod_municipio","subregion","cod_subregion","nom_plandsllo","nom_proyecto","pladesarrolloant","compplandsllo","secretariamunicipal","fase","desc_proyecto","pobla_afectada","pobla_solucion","categoriapo","nropobla","aportegob","aportemun","aporteotr","obsevgral","fechainicio","fechafin","nombreprogramapland","nombreproducto","unidad","cantidadtotal","cantidadanio1","cantidadanio2","cantidadanio3","cantidadanio4"
"2020070730","Gestion","GUSTAVO DE JESUS  GUZMAN","alcaldia@fredonia-antioquia.gov.co","Fredonia","05282","Suroeste","SR08","Fredonia Para Todos 2020-2023","FORMACIÓN DE ARTISTAS Y ARTISTAS FORMADORES.","UNIDOS POR LA VIDA 2020 - 2023","SOCIOCULTURAL","Secretaria de Bienestar Social","Fase I","Baja oferta de formación para artistas y artistas formadores en el municipio de Fredonia

Magnitud Actual del problema:
Los procesos culturales del municipio de Fredonia, han disminuido constantemente debido a la baja gestión cultural y pocas estrategias de trabajo educativo, lo cual ha desmotivado a la práctica artística y cultural. Es notorio ver que la población infantil ya no quiere participar en actividades culturales y más aún el bajo aprecio por nuestra cultura y folclor.
Por eso cuando se descuida el proceso formativo institucional, estamos olvidando el patrimonio cultural, los valores patrios y la identidad municipal, esta sería la motivación para que nuestra cultura no se pierda. Llegamos a una edad donde desconocemos nuestro territorio y nuestros valores y solo una baja población se interesa por hacer parte de la salvaguardia del municipio.
Antecedentes
Las barreras que presenta el campo de cultura del municipio de Fredonia son altas, debido a la poca oferta cultural que se brinda desde el ente municipal y más aún por los procesos formativos desde las Instituciones educativas. Estas barreras son cada vez más notorias, cuando vemos que la población infantil y juvenil encuentra otros espacios para su tiempo de ocio, cuando nuestros espacios físicos no están dotados ni adecuados para desempeñar los procesos de arte y cultura.
Falta además una gran gestión cultural en el municipio, la cual garantice vincular a toda la población a participar activamente de los programas, contagiar aún más a niños, niñas y jóvenes a la práctica cultural.
Desde el año 2011 se aprobó el plan educativo municipal, el cual desde su línea educativo cultural, busca la articulación de procesos formativos y la proyección artística a nivel municipal. Brinda además las herramientas pedagógicas en las áreas de la cultura proyectadas desde cada asignatura.
Se cuenta con espacio físico en la casa de la cultura, vinculando la Biblioteca Pública municipal Darío Henao Torres, con acceso a la población con discapacidad.

Presentar un proyecto que beneficie una comunidad entera es de gran valor, pues se piensa
en la formación del ser humano, de los valores y del rescate de nuestro patrimonio, es por
eso que vincular a la población de artistas y formadores de artistas es proyectarnos a la
motivación de toda el municipio; cuando todos hablamos el mismo idioma, esos nos hace
más apasionados y más dueño de nuestro territorio.
Somos una población que ha engendrado grandes artistas para nuestro pueblo,
departamento, nación y mundo entero; es hablar de Ramón Elías Betancur, Rodrigo Arenas
Betancourt, Julio Cesar García, Blanca Ochoa de Molina, Gustavo Adolfo Vélez, Juan
Valdés, Efe Gómez, Mario Tierra, Edwin Rendón, Arturo Arrubla Pareja, Darío Henao Torres,
entre tantos que han aportado a la cultura de nuestro pueblo y que mantienen viva la cultura
Fredonita.
La casa de la cultura JULIO CESAR GARCIA VALENCIA de Fredonia ha de ser un lugar de
convergencia de los testimonios de sensibilidad artística prestando un servicio al público,
que permita un dialogo entre los artistas y la comunidad. Así mismo propender por el
intercambio entre el ente Municipal, Regional y Departamental, para fomentar la Cultura y el
Arte en el Municipio de Fredonia. Y las Instituciones educativas deberán implementar cada
vez más la cátedra municipal, las actividades culturales y la motivación a las artes.","La administración municipal a través de la Casa de la Cultura se ha comprometido con la comunidad en el fortalecimiento de los procesos culturales y para ello han aprobado el plan educativo municipal 2011-2021 y además de ello el plan municipal de cultura “identidad Fredonita” 2018-2028, los cuales deberán trabajar articulados iniciando desde los procesos educativos, con la formación a docentes para que sus enseñanzas se lleven a los niños, niñas y población juvenil y desde la casa de la Cultura atender la población educativa, y comunidad en general desde las modalidades de Teatro, Danzas, Artes Plásticas, Música, Repentismo y procesos de lectura y escritura con la Biblioteca Municipal, de donde se han realizado acompañamientos y concursos de cuento, poesía, lectura, entre otros.
En las diferentes convocatorias que se nos han vinculado, buscamos siempre el trabajo cooperativo entre Instituciones educativas y Administración municipal, tanto en la presentación de proyectos como en la pa","Cuando fusionamos el arte, la cultura y la pedagogía, se posibilitan los caminos a niños,
niñas, jóvenes, adultos y adultos mayores en cuanto al desarrollo de habilidades y destrezas
y más aún cuando los procesos formativos inician desde una temprana edad, pues ayuda a
que los menores de edad enriquezcan su proyecto de vida o más aún para que adquieran
responsabilidad en todas sus tareas.
Que productivo sería también cuando se brindan estrategias de trabajo a docentes y
formadores de artistas, para que desde su planeación y espacios de enseñanza-aprendizaje,
tengan las herramientas necesarias para transmitir su conocimiento; no todo artista enseña
y no todo el que enseña sabe transmitir, pues lo más importante es lograr que cada persona
que recibe el conocimiento se deleite y lo disfrute.

Poca formación para artistas y formadores de artistas en el municipio de Fredonia.
 Artistas formadores sin la idoneidad.
 Malas estrategias de enseñanza hacia los estudiantes.
 Baja","Humana","17661","4458000","0","0","Se acuerda La formación de  3 monitores para proceso de cualificación que se llevara acabo con la facultad de artes de la Universidad de Antioquia, con la opción de elegir uno de los dos diplomados disponibles.","2020-09-10T00:00:00.000","2021-12-07T00:00:00.000","Unidos para la formación artística y cultural","Formación de tres monitores","Número","3","3","0","0","0"
"2020070872","Ejecucion","JORGE HUGO ELEJALDE LÓPEZ","alcaldia@frontino-antioquia.gov.co","Frontino","05284","Occidente","SR06","Frontino Somos Todos 2020-2023","Suministro de Instrumentos musicales para la complementación, dotación y el fortalecimiento de la Escuela de Música del Municipio de Frontino.","UNIDOS POR LA VIDA 2020 - 2023","Cultura","Secretaria de Educación, Cultura y Desarrollo Comunitario","Fase II","La escuela de Música del municipio, así como varios de los procesos que funcionan en el Centro Cultural Gabriela White de Vélez requieren de activos fijos y dotación especializada, necesitan, en el caso específico de música, cambiar muchos o la mayoría de sus instrumentos, muchos de ellos con más de 26 años de adquiridos y que pese a su buen uso y conservación ya prestaron su servicio hasta el límite de lo que permite su durabilidad.","350 Estudiantes de expresiones artísticas","studiantes de expresiones artísticas","Humana","350","34030967","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
"2020071457","Gestion","LEYTON  URREGO DURANGO","alcaldia@copacabana.gov.co","Dabeiba","05234","Occidente","SR06","Unidos por Dabeiba","Construcción de vivienda nueva rural en el Municipio de Dabeiba, Antioquia","UNIDOS POR LA VIDA 2020 - 2023","Vivienda para la dignidad","Planeación y Desarrollo Territorial","Fase III","A través del porcentaje de los hogares que viven en déficit habitacional en la zona rural del municipio, se evidencia que las deficientes
condiciones habitacionales de la población son causadas por la insuficiente provisión de vivienda de interés social y el mantenimiento
inadecuado que hacen los hogares a sus viviendas.
Lo hogares inmersos en estas condiciones presentan vulnerabilidad a enfermedades asociadas con el hacinamiento, las inadecuadas
condiciones de saneamiento básico y el poco acceso a otros servicios públicos como el agua potable, lo que se traduce en un aumento de
los niveles de mortalidad de la población. Incluso, se presentan eventos que afectan la convivencia de los hogares ubicados en dicha zona
geográfica y se ha registrado la ocurrencia de problemas de violencia intrafamiliar y embarazo en niñas y adolescentes.
Adicionalmente, en las comunidades ubicadas en las zonas rurales han aumentado los casos de daños causados por desastres naturales, ya
que sus viviendas son construidas con materiales precarios o inestables, la construcción es predominantemente artesanal, sus estándares
técnicos no son los mejores y se encuentran ubicadas en zonas de alto riesgo. También, la resiliencia de los hogares ante este tipo de
eventos se ha visto afectada, pues estos no cuentan con el capital físico suficiente para iniciar nuevamente su ciclo de vida. Esto se ha visto
reflejado en un aumento de las tasas de mortalidad asociadas a la ocurrencia de eventos de tipo natural o antrópico y un aumento de las
condiciones de pobreza en la población","Alrededor de 14.129 personas
El déficit cuantitativo de vivienda en el área rural del municipio de Dabeiba es igual al 42%
Población que se encuentra en altas condiciones de vulnerabilidad por carecer de un espacio apto para su habitabilidad y que contribuya con el mejoramiento de calidad de vida; esta población está asentada en zona rural y con carencia de recursos financieros para acceder de manera individual a programas de vivienda.","70 hogares se verán beneficiados con la construcción de vivienda nueva, lo cual les permitirá mejorar sus condiciones de vida al poder acceder a una vivienda digna.","Humana","350","0","0","0","Fase 3, Categorización de población. 
Análisis por parte de VIVA para cofinanciar y destinar recursos","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Viviendas dignas para la vida","Construcción de vivienda nueva","Número","1","0","1","0","0"
"2020070708","Ejecucion","JUAN MANUEL LEMA HURTADO","alcaldia@betulia-antioquia.gov.co","Betulia","05093","Suroeste","SR08","Pasión Por Betulia 2020 - 2023","Renovación a la caficultura en el Municipio de Betulia mediante la asistencia técnica, entrega de material vegetal e insumos de producción en el marco de la nueva  ruralidad sostenible y competitiva","UNIDOS POR LA VIDA 2020 - 2023","Agricultura y Desarrollo Rural","Unidad Municipal de Asistencia Técnica Agropecuaria","Fase I","La Administración municipal “Pasión por Betulia”, mediante propuesta técnica solicita a la Gobernación de Antioquia más exactamente a la secretaria de agricultura y desarrollo rural, recursos financieros de cofinanciación, para la contratación de la asistencia técnica, entrega de material vegetal de café e insumos de producción en el marco de la nueva  ruralidad sostenible y competitiva. 

De esta manera se pretende tecnificar los sistemas productivos enfocados a la producción de cafe, determinando estrategias que permitan al productor impactar positivamente en los indicadores de productividad y competitividad en el marco de una ruralidad sostenible en el municipio de Betulia.","La economía agropecuaria de Betulia, se sustenta en las actividades que desarrollan pequeños y medianos productores, en un contexto de economía campesina, se define el territorio como pequeños parceleros, la actividad agrícola de mayor importancia económica es la producción de café la cual tiene un área plantada igual a 5865 hectáreas, pequeños caficultores con un área menor a 5 hectáreas hay 2827 productores, por su parte medianos productores con un área entre 5 a 15 hectáreas existen 120 caficultores, por último los llamados grandes caficultores con un área superior a 15 hectáreas en el territorio son 52; Este indicador refleja la realidad del territorio con relación a la producción cafetera y su distribución la cual refleja que el municipio de Betulia es de pequeños productores.
Otro aspecto a resaltar es la necesidad de fortalecer la renovación de la caficultura pues del área total plantada en el territorio se dice que hay unos 36 millones de árboles, de estos unos 3 millones se r","En este aspecto se deben seleccionar 500 productores que tengan la necesidad de realizar renovación por siembra nueva y e le entregara 2000 plantas de café en vivero, de igual manera se hará la entrega de un kit de insumos de producción y por último la asistencia técnica.","Humana","500","50000000","0","0","Queda aprobado para el 2021 como proyecto piloto  para renovación de cultivos, aclarando que la asistencia técnica no se realiza desde la Secretaría sino que el municipio debe estar certificado como EPSEA.","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Productividad agropecuaria y reconversión de los sistemas productivos a polos de desarrollo agrotecnológicos","Areas productivas","Hectáreas","0","0","0","0","0"
"2020071393","Ejecucion","DAVID ALONSO TORO CADAVID","alcaldia@jerico-antioquia.gov.co","Jericó","05368","Suroeste","SR08","El Gobierno de la Gente. 2020-2023.","Dotación de la escuela de música Manuel Londoño Mejía del municipio de Jerico, Antioquia","UNIDOS POR LA VIDA 2020 - 2023","LINEA ESTRATEGICA: 1. DESARROLLO SOCIAL PARA NUESTRA GENTE. - COMPONENTE: 1.2. LA CULTURA DE NUESTRA GENTE","Secretaría de Educación, Cultura y Turismo.","Fase III","La escuela de música Manuel Londoño Mejía del municipio de Jerico, es un proceso que viene siendo implementado aproximadamente hace más de 100 años, se encuentra actualmente con un amplio y variado programa de formación musical, el cual está estructurado a partir de seis áreas fundamentales, Iniciación musical, coro, estudiantina (grupo de Guitarra), pitos y tambores, pre-banda y banda de música articuladas entre sí y acordes a nuestro contexto cultural y musical. En conformidad al PLAN NACIONAL DE MÚSICA PARA CONVIVENCIA, brindando de manera específica a la población infantil y juvenil en edad escolar y de manera extraordinaria a la población adulta con una cobertura tanto en la zona urbana como rural, los cuales están enfocados y orientados a la formación de músicos en diferentes áreas de la creación, la interpretación, dirección musical, instrumental y Coral. Beneficiando de esta manera a mas de 200 niños, jóvenes y adultos del municipio de Jericó Antioquia que en su gran mayoría pertenecen a los estratos 1, 2 y 3. Las cuales tienen expresiones artísticas en sus diversas formas, por lo que se hace necesario fortalecer e implementar programas que afiancen el desarrollo artístico, cultural y social basado en el fortalecimiento de un ambiente de respeto y sana convivencia.

Los instrumentos a solicitar son:
- 1 Clarinete Bajo
- 1 Saxofón Barítono
- 2 cornos franceses.
- 1 par de Timbales Sinfónicos","100 niños y jóvenes que participan de los programas de formación cultural y artística de la Escuela de Música","niños y jóvenes que participan de los programas de formación cultural y artística de la Escuela de Música del municipio de Jericó.","Humana","100","29749300","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
"2020070592","Viabilidad","YEISON CAMILO CORREA ALVAREZ","alcaldia@dabeiba-antioquia.gov.co","Donmatías","05237","Norte","SR05","Donmatias Imparable","Mejoramiento de vivienda en las zonas urbana y rural del Municipio de Donmatias","UNIDOS POR LA VIDA 2020 - 2023","Desarrollo territorial","Secretaría de planeación y desarrollo territorial","Fase I","Deficit cualitativo de vivienda","100 familias","habitantes de las viviendas","Humana","380","0","0","0","Es previo, es una etapa fase preliminar, debemos buscar viabilidad técnica. 
Proponen techos y pisos, meta a los 4 años. 
Es probable que EPM pueda cofinanciar. 
100 entre urbanos y rurales. (Aportes 50 - 50). 
Habían solicitado 574 millones. 
Para llevarlo a ejecución es muy importante tener toda la documentación.
287 millones Gobernación 287 millones Municipio","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020071831","Gestion","YEISON CAMILO CORREA ALVAREZ","alcaldia@dabeiba-antioquia.gov.co","Donmatías","05237","Norte","SR05","Donmatias Imparable","Construcción de vivienda nueva rural dispersa, Municipio de Donmatías","UNIDOS POR LA VIDA 2020 - 2023","Seres Humanos","Secretaría de planeación y desarrollo territorial","Fase I","El municipio de Donmatias cuenta con más de 8.300 viviendas, de las cuales el 34% están ubicadas en el sector rural, es decir cerca de 2900 casas; dentro de las principales actividades económicas de esta población tenemos principalmente la ganadería, la agricultura y el trabajo por jornal; más de un 80% de tipo informal o a baja escala, actividades que para nuestra comunidad rural representan el sustento mínimo vital, pero que  calidad de vida se ve reducida a contar con lo mínimo necesario para vivir el día a día, disminuyendo la capacidad adquisitiva o de posibilidad de inversión para garantizar condiciones estructurales en las viviendas que garanticen un techo digno construido bajo las condiciones necesarias; la problemática más común en las condiciones habitacionales de  este grupo de población, es que a medida que las familias van creciendo, los espacios se van viendo reducidos, deteriorando la convivencia familiar bajo condiciones de hacinamiento precarias y la autorrealización por las condiciones en que las habitan; estas situaciones presentan casos significativos de necesidades especiales por promover proyectos que impulsen la construcción de vivienda nueva en sitio propio, bien sea por disponibilidad de lote o reconstrucción de vivienda para recuperar y mejorar los espacios existentes, teniendo especial cuidado y atención ya que son predios que no cuentan con un desenglobe y en su gran mayoría obedecen a donación, compraventa o herencia y los trámites de titulación ante Registro de Instrumentos Públicos se vuelve un tema complejo, pues los costos para estos trámites promueven a que en el sector rural se opte por construir bajo la informalidad al destinar un porcentaje de recursos a la consecución de materiales y mano de obra pues la necesidad de vivienda apremia y lo que se busca principalmente es un techo donde vivir.","45 beneficiarios","Habitants","Humana","45","0","0","0","Es previo, es una etapa fase preliminar, debemos buscar viabilidad técnica. Acotar muy bien y definir el tipo de población, pues depende del tipo de población la cofinanciación entre 7 y 20 SMMVL. 

Aclara que aproximadamente vale 38 millones quinientos mil pesos. Aún no está claro el recurso.","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Viviendas dignas para la vida","Construcción de vivienda nueva","Número","1","0","1","o","0"
"2020071394","Gestion","DAVID ALONSO TORO CADAVID","alcaldia@jerico-antioquia.gov.co","Jericó","05368","Suroeste","SR08","El Gobierno de la Gente. 2020-2023.","Fortalecimiento de los programas artísticos y culturales del municipio de Jericó, Antioquia","UNIDOS POR LA VIDA 2020 - 2023","LINEA ESTRATEGICA: 1. DESARROLLO SOCIAL PARA NUESTRA GENTE. - COMPONENTE: 1.2. LA CULTURA DE NUESTRA GENTE","Secretaría de Educación, Cultura y Turismo.","Fase III","En el municipio de Jericó, se presenta actualmente un bajo fortalecimiento de las monitorias y programas ofertados en el sector cultural, que faciliten el buen desarrollo de aprendizaje de los procesos culturales en el municipio, debido a que no se cuenta con acceso permantente de los funcionarios a procesos de formación y capacitación cultural.

Por esta razón, se tiene la necesidad de participar en proyectos de formación de formadores y artistas, buscando garantizar los recursos suficientes, que proyecten el fortalecimiento de los procesos culturales y puedan perdurar en el tiempo en el municipio.","200 personas beneficiarias y artistas agentes activos del sector cultural del municipio","200 personas beneficiarias y artistas que corresponden a agentes activos del sector cultural del municipio.","Humana","200","4458000","0","0","Se acuerda La formación de  3 monitores para proceso de cualificación que se llevara acabo con la facultad de artes de la Universidad de Antioquia, con la opción de elegir uno de los dos diplomados disponibles.","2020-09-10T00:00:00.000","2020-12-07T00:00:00.000","Unidos para la formación artística y cultural","Formación de tres monitores","Número","3","3","0","0","0"
"2020071746","Gestion","EDISSON ARIEL TAMAYO MAYA","alcaldia@donmatias-antioquia.gov.co","Ebéjico","05240","Occidente","SR06","CONSTRUYENDO EL CAMBIO 2020 - 2023","Construcción de vivienda de interés social en la cabecera del Municipio de  Ebéjico","UNIDOS POR LA VIDA 2020 - 2023","MÁS VIVIENDAS, MÁS INFRAESTRUCTURA VIAL = MÁS CALIDAD DE VIDA","SECRETARÍA DE PLANEACIÓN Y DESARROLLO TERRITORIAL","Fase II","La problemática identificada y validada en las mesas temáticas que se realizaron con la comunidad baja cobertura habitacional y calidad de vivienda en el Municipio causada por deficiente cobertura de viviendas en la zona urbana y rural, baja calidad de las viviendas urbano y rural, baja oferta de programas de vivienda","4521 no cuentan con vivienda","beneficiados q no tienen vivienda","Humana","100","0","0","0","Acompañamiento en la estructuración del proyecto","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Viviendas dignas para la vida","Construcción de vivienda nueva","Número","1","0","1","0","0"
"2020070545","Ejecucion","EDGAR ALEXANDER OSORIO LONDOÑO","alcaldia@launion-antioquia.gov.co","La Unión","05400","Oriente","SR07","La Unión en Buenas Manos 2020 - 2023","DOTACIÓN DE INSTRUMENTOS MUSICALES PARA LA ESCUELA DE MÚSICA DEL MUNICIPIO DE LA UNIÓN ANTIOQUIA. LA UNIÓN","UNIDOS POR LA VIDA 2020 - 2023","LÍNEA ESTRATÉGICA 2: POR UN DESARROLLO EQUITATIVO Y SOCIAL EN BUENAS MANOS","Desarrollo y bienestar social","Fase II","Insuficiente dotación de instrumentos musicales que permitan el adecuado desarrollo de las actividades culturales.","460 personas que participan en las actividades que tienen que ver directamente con la interpretación de instrumentos, los actos que dependen de dicha música y el impacto generado en las familias , niños, jóvenes y adultos","Niños, jóvenes, adultos y adultos mayores, victimas del conflicto armado, población vulnerable, desplazados y otros componen el universo de personas beneficiadas e impactadas por el desarrollo del proyecto","Humana","460","33362966","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
"2020071754","Gestion","EDISSON ARIEL TAMAYO MAYA","alcaldia@donmatias-antioquia.gov.co","Ebéjico","05240","Occidente","SR06","CONSTRUYENDO EL CAMBIO 2020 - 2023","Mejoramiento de vivienda rural y urbana en el Municipio de  Ebéjico","UNIDOS POR LA VIDA 2020 - 2023","MÁS VIVIENDAS, MÁS INFRAESTRUCTURA VIAL = MÁS CALIDAD DE VIDA","SECRETARÍA DE PLANEACIÓN Y DESARROLLO TERRITORIAL","Fase II","A través del porcentaje de los hogares que viven en déficit habitacional en la zona rural del municipio, se evidencia que las deficientes condiciones habitacionales de la población son causadas por la insuficiente provisión de vivienda de interés social y el mantenimiento inadecuado que hacen los hogares a sus viviendas.
Lo hogares inmersos en estas condiciones presentan vulnerabilidad a enfermedades asociadas con el hacinamiento, las inadecuadas condiciones de saneamiento básico y el poco acceso a otros servicios públicos como el agua potable, lo que se traduce en un aumento de los niveles de mortalidad de la población. Incluso, se presentan eventos que afectan la convivencia de los hogares ubicados en dicha zona geográfica y se ha registrado la ocurrencia de problemas de violencia intrafamiliar y embarazo en niñas y adolescentes.","1500 VIVIENDAS CON NECESIDADES DE MEJORAMIENTO","Personas con viviendas que tienen necesidades de mejoramiento","Humana","200","0","0","0","En estudio dependiendo de las características se puede evaluar la cofinanciación.
 
Convocatoria acompañamiento por parte de VIVA","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020072056","Ejecucion","ADRIANA MARÍA MAYA GALLEGO","alcaldia@liborina-antioquia.gov.co","Liborina","05411","Occidente","SR06","AVANZAMOS CON DESARROLLO Y EQUIDAD","Dotación instrumentos viento-metal escuela de música del municipio de Liborina","UNIDOS POR LA VIDA 2020 - 2023","Avanzamos en Bienestar e Integración Ciudadana","Secretario de Salud, Bienestar Social, Educación, Cultura, Recreación y Deporte","Fase I","Deterioro de los instrumentos musicales.
Número insuficiente de instrumentos.","1.886 Personas","En la actualidad la banda de música Santa Cecilia del municipio de Liborina cuenta con el 70% de los instrumentos musicales con mucho deterioro debido  a su alta utilización por parte de estudiantes de todas las edades, en general se presenta fatiga del material pues su periodo de vida útil llegó al límite por el paso de los años.","Humana","1886","32779532","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
"2020071622","Ejecucion","MARCOS JAVIER MADERA CAMERO","alcaldia@nechi-antioquia.gov.co","Nechí","05495","Bajo Cauca","SR02","Nechí Compromiso de Todos 2020-2023","DOTACIÓN DE INSTRUMENTOS MUSICALES PARA LA ESCUELAS DE MÚSICA DEL MUNICIPIO DE NECHÍ -  ANTIOQUIA","UNIDOS POR LA VIDA 2020 - 2023","Nechí Compromiso Social","Secretaria de educación, cultura y deporte","Fase I","Bajo acceso de la población a programas de formación musical en municipio de Nechí -  Antioquia, se carece de Instrumentos para la promoción y formación artística y cultural que cumpla con los requisitos exigidos por cada una de las modalidades (música, teatro, danza, Arte, entre otros).","La población afectada es el total de población municipal de 28.906, donde encontramos Urbana:  16.579, Rural Dispersa: 9.018 y Centros Poblados 3.309.","La poblaciòn urbana y rural del municipio 28.906 personas","Humana","28906","37122966","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
"2020070471","Ejecucion","SORANY ANDREA MARIN MARIN","alcaldia@elpenol-antioquia.gov.co","El Peñol","05541","Oriente","SR07","Todo por mi gente 2020 - 2023","Mejoramiento de las condiciones de habitabilidad en el área rural del Municipio de el Peñol - Antioquia.","UNIDOS POR LA VIDA 2020 - 2023","Vivienda para mi gente","Dirección de planeación","Fase II","Las viviendas a intervenir poseen problemas principalmente en la parte de saneamiento básico, cubiertas y pisos. En todas la veredas del municipio se presentan condiciones inadecuadas de habitabilidad debido al deterioro progresivo de las viviendas por falta de mantenimiento y construcciones sin condiciones técnicas adecuadas, generando así un riesgo para las personas que habitan dichos lugares.","370 personas. La población de las 23 veredas del municipio de El Peñol ven afectadas su calidad de vida al tener sus viviendas en malas condiciones.","Población con condiciones socieconómicas bajas del área rural serán los beneficiados con las intervenciones, mejorándoles la calidad de vida al tener hogares en condiciones de habitabilidad adecuadas.","Humana","370","0","0","0","Se pone en ejecución con el compromiso que el Municipio subsane los proyectos en un mes; sino el proyecto quedará de viabilidad para ejecución cuando se concrete la Fase 2","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020071315","Gestion","FROY FABER HERNANDEZ TUBERQUIA","alcaldia@peque-antioquia.gov.co","Peque","05543","Occidente","SR06","Peque Somos Todos 2020 - 2023","Formación de artistas y artistas formadores.","UNIDOS POR LA VIDA 2020 - 2023","Somos inclusión social","Secretaria de bienestar social y salud","Fase I","Peque es un municipio con una diversidad de talentos, que sin lugar a duda necesita fortalecer, la casa de la cultura atiende alrededor de 2.562 personas, en distintas áreas artísticas y culturales, nuestros artistas y artistas formadores tienen la necesidad de capacitarse y fortalecer sus conocimientos;  dado que la cobertura en las distintas veredas y poblaciones del territorio son pocas, lo que conlleva a tener la necesidad  de formar líderes locales que contribuyan al fortalecimiento de la cultura pequense, puesto que los procesos que a hoy existen, evidencian la necesidad de cubrir la demanda artística y de ese mismo modo la poca continuidad de los procesos que muchas veces llevan al fracaso de esos o incluso al pérdida de la calidad de los mismos.","Alrededor 2562 personas, entre artistas y  formadores, que por años han estado al frente de la representación de la cultura pequense, teniendo entre ellos, músicos, bailarines, actores, pintores, cantantes, zanqueros,, artesanos y una cantidad de personas talentosas; identificadas en a los distintos grupos culturales, tales como lo son niños, jóvenes, adultos y adultos mayores, que a lo largo de la historia se han vinculado a los procesos artísticos y culturales, dándole valor el patrimonio pequense","personas, entre niños, jóvenes, adultos y adultos mayores que han pertenecido o quieren pertenecer a procesos culturales y artísticos del municipio.","Humana","2562","4458000","0","0","Se acuerda La formación de  3 monitores para proceso de cualificación que se llevara acabo con la facultad de artes de la Universidad de Antioquia, con la opción de elegir uno de los dos diplomados disponibles.","2020-09-10T00:00:00.000","2020-12-07T00:00:00.000","Unidos para la formación artística y cultural","Formación de tres monitores","Número","3","3","0","0","0"
"2020071616","Ejecucion","GUSTAVO LEON ZAPATA BARRIENTOS","alcaldia@sanpedrodelosmilagros-antioquia.gov.co","San Pedro de los Milagros","05664","Norte","SR05","Juntos construimos el Cambio","Dotación cultural para el fortalecimiento de las manifestaciones artísticas en el Municipio","UNIDOS POR LA VIDA 2020 - 2023","juntos construimos tejido social","Secretaria de Gobierno","Fase I","Insuficientes instrumentos musicales para el fortalecimiento de la escuela de Musica","150  integrantes de la escuela de Musica","Integrantes de la escuela","Humana","150","34772966","0","0","La fecha de la entrega de los instrumentos podrá ser en 2021 dado que la adquisición por parte del instituto de cultura de hará mediante licitación pública.","2020-10-01T00:00:00.000","2021-02-01T00:00:00.000","Unidos por la infraestructura y la dotación cultural","Dotación de instrumentos.","Número","1","1","0","0","0"
